Item_id,Item_Level,Item_Type,Item_ZL,Item_LevelType,Item_job,Item_Sex,Maxhp,Maxmp,AttackType,minAttack,maxAttack,minMagic,maxMagic,Defense,MagicDefense,Item_Miss,Item_Hits,Attack_Fatal,Attck_F_damage,money,Item_En_name,Weapon_type,StrengThen_Next,Name,Item_up_type,upexp,strengthenLevel
10650,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,128000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10651,神话秘银手镯,7,0,28
10651,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,129000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10652,神话秘银手镯,7,0,29
10652,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,130000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10653,神话秘银手镯,7,0,30
10653,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,131000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10654,神话秘银手镯,7,0,31
10654,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,132000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10655,神话秘银手镯,7,0,32
10655,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,133000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10656,神话秘银手镯,7,0,33
10656,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,134000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10657,神话秘银手镯,7,0,34
10657,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1852,135000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10658,神话秘银手镯,7,0,35
10658,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,136000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10659,神话秘银手镯,7,0,36
10659,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,137000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10660,神话秘银手镯,7,0,37
10660,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,138000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10661,神话秘银手镯,7,0,38
10661,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,139000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10662,神话秘银手镯,7,0,39
10662,40,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,140000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10663,神话秘银手镯,7,0,40
10663,41,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,141000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10664,神话秘银手镯,7,0,41
10664,42,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,142000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10665,神话秘银手镯,7,0,42
10665,43,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,143000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10666,神话秘银手镯,7,0,43
10666,44,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,144000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10667,神话秘银手镯,7,0,44
10667,45,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,145000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10668,神话秘银手镯,7,0,45
10668,46,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,146000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10669,神话秘银手镯,7,0,46
10669,47,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,147000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10670,神话秘银手镯,7,0,47
10670,48,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,148000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10671,神话秘银手镯,7,0,48
10671,49,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,149000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10672,神话秘银手镯,7,0,49
10672,50,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,150000,I009a_5,燃烧的火焰环绕着这枚手镯。经由对痛苦的承受，能够激发佩戴者的力量,10673,神话秘银手镯,7,0,50
10673,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,151000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10674,史诗秘银手镯,7,0,1
10674,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,152000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10675,史诗秘银手镯,7,0,2
10675,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216,153000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10676,史诗秘银手镯,7,0,3
10676,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,154000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10677,史诗秘银手镯,7,0,4
10677,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,155000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10678,史诗秘银手镯,7,0,5
10678,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,156000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10679,史诗秘银手镯,7,0,6
10679,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,157000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10680,史诗秘银手镯,7,0,7
10680,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,158000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10681,史诗秘银手镯,7,0,8
10681,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,159000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10682,史诗秘银手镯,7,0,9
10682,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,160000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10683,史诗秘银手镯,7,0,10
10683,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,161000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10684,史诗秘银手镯,7,0,11
10684,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,162000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10685,史诗秘银手镯,7,0,12
10685,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,163000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10686,史诗秘银手镯,7,0,13
10686,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,164000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10687,史诗秘银手镯,7,0,14
10687,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,165000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10688,史诗秘银手镯,7,0,15
10688,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,166000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10689,史诗秘银手镯,7,0,16
10689,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,167000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10690,史诗秘银手镯,7,0,17
10690,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572,168000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10691,史诗秘银手镯,7,0,18
10691,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2598,169000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10692,史诗秘银手镯,7,0,19
10692,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,170000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10693,史诗秘银手镯,7,0,20
10693,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,171000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10694,史诗秘银手镯,7,0,21
10694,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,172000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10695,史诗秘银手镯,7,0,22
10695,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,173000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10696,史诗秘银手镯,7,0,23
10696,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731,174000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10697,史诗秘银手镯,7,0,24
10697,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,175000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10698,史诗秘银手镯,7,0,25
10698,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,176000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10699,史诗秘银手镯,7,0,26
10699,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2814,177000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10700,史诗秘银手镯,7,0,27
10700,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,178000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10701,史诗秘银手镯,7,0,28
10701,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,179000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10702,史诗秘银手镯,7,0,29
10702,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,180000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10703,史诗秘银手镯,7,0,30
10703,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928,181000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10704,史诗秘银手镯,7,0,31
10704,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,182000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10705,史诗秘银手镯,7,0,32
10705,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987,183000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10706,史诗秘银手镯,7,0,33
10706,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017,184000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10707,史诗秘银手镯,7,0,34
10707,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3047,185000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10708,史诗秘银手镯,7,0,35
10708,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,186000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10709,史诗秘银手镯,7,0,36
10709,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,187000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10710,史诗秘银手镯,7,0,37
10710,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,188000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10711,史诗秘银手镯,7,0,38
10711,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,189000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10712,史诗秘银手镯,7,0,39
10712,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,190000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10713,史诗秘银手镯,7,0,40
10713,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,191000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10714,史诗秘银手镯,7,0,41
10714,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,192000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10715,史诗秘银手镯,7,0,42
10715,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,193000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10716,史诗秘银手镯,7,0,43
10716,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332,194000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10717,史诗秘银手镯,7,0,44
10717,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,195000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10718,史诗秘银手镯,7,0,45
10718,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,196000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10719,史诗秘银手镯,7,0,46
10719,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,197000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10720,史诗秘银手镯,7,0,47
10720,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3467,198000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10721,史诗秘银手镯,7,0,48
10721,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,199000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10722,史诗秘银手镯,7,0,49
10722,50,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537,200000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10723,史诗秘银手镯,7,0,50
10723,51,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572,201000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10724,史诗秘银手镯,7,0,51
10724,52,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,202000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10725,史诗秘银手镯,7,0,52
10725,53,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,203000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10726,史诗秘银手镯,7,0,53
10726,54,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,204000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10727,史诗秘银手镯,7,0,54
10727,55,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717,205000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10728,史诗秘银手镯,7,0,55
10728,56,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3754,206000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10729,史诗秘银手镯,7,0,56
10729,57,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,207000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10730,史诗秘银手镯,7,0,57
10730,58,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,208000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10731,史诗秘银手镯,7,0,58
10731,59,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868,209000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,10732,史诗秘银手镯,7,0,59
10732,60,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907,210000,I009a_6,黄金打造的高级手镯，镯身发出淡淡的光芒。是身份与地位的重要象征,-1,史诗秘银手镯,7,0,60
10733,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10734,普通梦境之链,6,0,0
10734,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10735,普通梦境之链,6,0,1
10735,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10736,普通梦境之链,6,0,2
10736,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,3000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10737,普通梦境之链,6,0,3
10737,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10738,普通梦境之链,6,0,4
10738,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,5000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10739,普通梦境之链,6,0,5
10739,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,6000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10740,普通梦境之链,6,0,6
10740,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,7000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10741,普通梦境之链,6,0,7
10741,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,8000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10742,普通梦境之链,6,0,8
10742,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,9000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10743,普通梦境之链,6,0,9
10743,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,10000,I008a_1,使用细碎的晶石制作而成，对佩带者凝聚魔力有些许帮助,10744,普通梦境之链,6,0,10
10744,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,11000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10745,一般梦境之链,6,0,1
10745,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,12000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10746,一般梦境之链,6,0,2
10746,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,13000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10747,一般梦境之链,6,0,3
10747,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,14000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10748,一般梦境之链,6,0,4
10748,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,15000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10749,一般梦境之链,6,0,5
10749,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,16000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10750,一般梦境之链,6,0,6
10750,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,17000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10751,一般梦境之链,6,0,7
10751,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,18000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10752,一般梦境之链,6,0,8
10752,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,19000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10753,一般梦境之链,6,0,9
10753,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,20000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10754,一般梦境之链,6,0,10
10754,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,21000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10755,一般梦境之链,6,0,11
10755,12,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,22000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10756,一般梦境之链,6,0,12
10756,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,23000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10757,一般梦境之链,6,0,13
10757,14,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,24000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10758,一般梦境之链,6,0,14
10758,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,25000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10759,一般梦境之链,6,0,15
10759,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,26000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10760,一般梦境之链,6,0,16
10760,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,27000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10761,一般梦境之链,6,0,17
10761,18,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,28000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10762,一般梦境之链,6,0,18
10762,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,29000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10763,一般梦境之链,6,0,19
10763,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,30000,I008a_2,经过精细打磨和抛光的亮丽外表，轻巧美观的造型，使得这款项链深受喜爱，因此得以大批量普及,10764,一般梦境之链,6,0,20
10764,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,31000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10765,圣者梦境之链,6,0,1
10765,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,32000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10766,圣者梦境之链,6,0,2
10766,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,33000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10767,圣者梦境之链,6,0,3
10767,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,34000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10768,圣者梦境之链,6,0,4
10768,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,35000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10769,圣者梦境之链,6,0,5
10769,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,36000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10770,圣者梦境之链,6,0,6
10770,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,37000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10771,圣者梦境之链,6,0,7
10771,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,38000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10772,圣者梦境之链,6,0,8
10772,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,39000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10773,圣者梦境之链,6,0,9
10773,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,40000,I008a_3,佩带者身轻若燕，在战斗中可游刃有余，灵活机动，同时以能够赋予佩带者强大的生命和防御能力而著称,10774,圣者梦境之链,6,0,10
